county_id,county,state,Sum Stations
17137,Morgan County,Illinois,No stations reported.
17139,Moultrie County,Illinois,No stations reported.
17141,Ogle County,Illinois,No stations reported.
17143,Peoria County,Illinois,No stations reported.
17145,Perry County,Illinois,No stations reported.
17147,Piatt County,Illinois,No stations reported.
17149,Pike County,Illinois,No stations reported.
17151,Pope County,Illinois,No stations reported.
17153,Pulaski County,Illinois,No stations reported.
17155,Putnam County,Illinois,No stations reported.
17157,Randolph County,Illinois,No stations reported.
17159,Richland County,Illinois,No stations reported.
17161,Rock Island County,Illinois,No stations reported.
17163,St. Clair County,Illinois,No stations reported.
17165,Saline County,Illinois,No stations reported.
17167,Sangamon County,Illinois,No stations reported.
17169,Schuyler County,Illinois,No stations reported.
17171,Scott County,Illinois,No stations reported.
17173,Shelby County,Illinois,No stations reported.
17175,Stark County,Illinois,No stations reported.
17177,Stephenson County,Illinois,No stations reported.
17179,Tazewell County,Illinois,No stations reported.
17181,Union County,Illinois,No stations reported.
17183,Vermilion County,Illinois,No stations reported.
17185,Wabash County,Illinois,No stations reported.
17187,Warren County,Illinois,No stations reported.
17189,Washington County,Illinois,No stations reported.
17191,Wayne County,Illinois,No stations reported.
17193,White County,Illinois,No stations reported.
17195,Whiteside County,Illinois,No stations reported.
17197,Will County,Illinois,No stations reported.
17199,Williamson County,Illinois,No stations reported.
17201,Winnebago County,Illinois,No stations reported.
17203,Woodford County,Illinois,No stations reported.
18001,Adams County,Indiana,No stations reported.
18003,Allen County,Indiana,No stations reported.
18005,Bartholomew County,Indiana,No stations reported.
18007,Benton County,Indiana,No stations reported.
18009,Blackford County,Indiana,No stations reported.
18011,Boone County,Indiana,No stations reported.
18013,Brown County,Indiana,No stations reported.
18015,Carroll County,Indiana,No stations reported.
18017,Cass County,Indiana,No stations reported.
18019,Clark County,Indiana,No stations reported.
18021,Clay County,Indiana,No stations reported.
18023,Clinton County,Indiana,No stations reported.
18025,Crawford County,Indiana,No stations reported.
18027,Daviess County,Indiana,No stations reported.
18029,Dearborn County,Indiana,No stations reported.
18031,Decatur County,Indiana,No stations reported.
18033,DeKalb County,Indiana,No stations reported.
18035,Delaware County,Indiana,No stations reported.
18037,Dubois County,Indiana,No stations reported.
18039,Elkhart County,Indiana,No stations reported.
18041,Fayette County,Indiana,No stations reported.
18043,Floyd County,Indiana,No stations reported.
18045,Fountain County,Indiana,No stations reported.
18047,Franklin County,Indiana,No stations reported.
18049,Fulton County,Indiana,No stations reported.
18051,Gibson County,Indiana,No stations reported.
18053,Grant County,Indiana,No stations reported.
18055,Greene County,Indiana,No stations reported.
18057,Hamilton County,Indiana,No stations reported.
18059,Hancock County,Indiana,No stations reported.
18061,Harrison County,Indiana,No stations reported.
18063,Hendricks County,Indiana,No stations reported.
18065,Henry County,Indiana,No stations reported.
18067,Howard County,Indiana,No stations reported.
18069,Huntington County,Indiana,No stations reported.
18071,Jackson County,Indiana,No stations reported.
18073,Jasper County,Indiana,No stations reported.
18075,Jay County,Indiana,No stations reported.
18077,Jefferson County,Indiana,No stations reported.
18079,Jennings County,Indiana,No stations reported.
18081,Johnson County,Indiana,No stations reported.
18083,Knox County,Indiana,No stations reported.
18085,Kosciusko County,Indiana,No stations reported.
18087,LaGrange County,Indiana,No stations reported.
18089,Lake County,Indiana,No stations reported.
18091,LaPorte County,Indiana,No stations reported.
18093,Lawrence County,Indiana,No stations reported.
18095,Madison County,Indiana,No stations reported.
18097,Marion County,Indiana,No stations reported.
18099,Marshall County,Indiana,No stations reported.
18101,Martin County,Indiana,No stations reported.
18103,Miami County,Indiana,No stations reported.
18105,Monroe County,Indiana,No stations reported.
18107,Montgomery County,Indiana,No stations reported.
18109,Morgan County,Indiana,No stations reported.
18111,Newton County,Indiana,No stations reported.
18113,Noble County,Indiana,No stations reported.
18115,Ohio County,Indiana,No stations reported.
18117,Orange County,Indiana,No stations reported.
18119,Owen County,Indiana,No stations reported.
18121,Parke County,Indiana,No stations reported.
18123,Perry County,Indiana,No stations reported.
18125,Pike County,Indiana,No stations reported.
18127,Porter County,Indiana,No stations reported.
18129,Posey County,Indiana,No stations reported.
18131,Pulaski County,Indiana,No stations reported.
18133,Putnam County,Indiana,No stations reported.
18135,Randolph County,Indiana,No stations reported.
18137,Ripley County,Indiana,No stations reported.
18139,Rush County,Indiana,No stations reported.
18141,St. Joseph County,Indiana,No stations reported.
18143,Scott County,Indiana,No stations reported.
18145,Shelby County,Indiana,No stations reported.
18147,Spencer County,Indiana,No stations reported.
18149,Starke County,Indiana,No stations reported.
18151,Steuben County,Indiana,No stations reported.
18153,Sullivan County,Indiana,No stations reported.
18155,Switzerland County,Indiana,No stations reported.
18157,Tippecanoe County,Indiana,No stations reported.
18159,Tipton County,Indiana,No stations reported.
18161,Union County,Indiana,No stations reported.
18163,Vanderburgh County,Indiana,No stations reported.
18165,Vermillion County,Indiana,No stations reported.
18167,Vigo County,Indiana,No stations reported.
18169,Wabash County,Indiana,No stations reported.
18171,Warren County,Indiana,No stations reported.
18173,Warrick County,Indiana,No stations reported.
18175,Washington County,Indiana,No stations reported.
18177,Wayne County,Indiana,No stations reported.
18179,Wells County,Indiana,No stations reported.
18181,White County,Indiana,No stations reported.
18183,Whitley County,Indiana,No stations reported.
19001,Adair County,Iowa,No stations reported.
19003,Adams County,Iowa,No stations reported.
19005,Allamakee County,Iowa,No stations reported.
19007,Appanoose County,Iowa,No stations reported.
19009,Audubon County,Iowa,No stations reported.
19011,Benton County,Iowa,No stations reported.
19013,Black Hawk County,Iowa,No stations reported.
19015,Boone County,Iowa,No stations reported.
19017,Bremer County,Iowa,No stations reported.
19019,Buchanan County,Iowa,No stations reported.
19021,Buena Vista County,Iowa,No stations reported.
19023,Butler County,Iowa,No stations reported.
19025,Calhoun County,Iowa,No stations reported.
19027,Carroll County,Iowa,No stations reported.
19029,Cass County,Iowa,No stations reported.
19031,Cedar County,Iowa,No stations reported.
19033,Cerro Gordo County,Iowa,No stations reported.
19035,Cherokee County,Iowa,No stations reported.
19037,Chickasaw County,Iowa,No stations reported.
19039,Clarke County,Iowa,No stations reported.
19041,Clay County,Iowa,No stations reported.
19043,Clayton County,Iowa,No stations reported.
19045,Clinton County,Iowa,No stations reported.
19047,Crawford County,Iowa,No stations reported.
19049,Dallas County,Iowa,No stations reported.
19051,Davis County,Iowa,No stations reported.
19053,Decatur County,Iowa,No stations reported.
19055,Delaware County,Iowa,No stations reported.
19057,Des Moines County,Iowa,No stations reported.
19059,Dickinson County,Iowa,No stations reported.
19061,Dubuque County,Iowa,No stations reported.
19063,Emmet County,Iowa,No stations reported.
19065,Fayette County,Iowa,No stations reported.
19067,Floyd County,Iowa,No stations reported.
19069,Franklin County,Iowa,No stations reported.
19071,Fremont County,Iowa,No stations reported.
19073,Greene County,Iowa,No stations reported.
19075,Grundy County,Iowa,No stations reported.
19077,Guthrie County,Iowa,No stations reported.
19079,Hamilton County,Iowa,No stations reported.
19081,Hancock County,Iowa,No stations reported.
19083,Hardin County,Iowa,No stations reported.
19085,Harrison County,Iowa,No stations reported.
19087,Henry County,Iowa,No stations reported.
19089,Howard County,Iowa,No stations reported.
19091,Humboldt County,Iowa,No stations reported.
19093,Ida County,Iowa,No stations reported.
19095,Iowa County,Iowa,No stations reported.
19097,Jackson County,Iowa,No stations reported.
19099,Jasper County,Iowa,No stations reported.
19101,Jefferson County,Iowa,No stations reported.
19103,Johnson County,Iowa,No stations reported.
19105,Jones County,Iowa,No stations reported.
19107,Keokuk County,Iowa,No stations reported.
19109,Kossuth County,Iowa,No stations reported.
19111,Lee County,Iowa,No stations reported.
19113,Linn County,Iowa,No stations reported.
19115,Louisa County,Iowa,No stations reported.
19117,Lucas County,Iowa,No stations reported.
19119,Lyon County,Iowa,No stations reported.
19121,Madison County,Iowa,No stations reported.
19123,Mahaska County,Iowa,No stations reported.
19125,Marion County,Iowa,No stations reported.
19127,Marshall County,Iowa,No stations reported.
19129,Mills County,Iowa,No stations reported.
19131,Mitchell County,Iowa,No stations reported.
19133,Monona County,Iowa,No stations reported.
19135,Monroe County,Iowa,No stations reported.
19137,Montgomery County,Iowa,No stations reported.
19139,Muscatine County,Iowa,No stations reported.
19141,O'Brien County,Iowa,No stations reported.
19143,Osceola County,Iowa,No stations reported.
19145,Page County,Iowa,No stations reported.
19147,Palo Alto County,Iowa,No stations reported.
19149,Plymouth County,Iowa,No stations reported.
19151,Pocahontas County,Iowa,No stations reported.
19153,Polk County,Iowa,No stations reported.
19155,Pottawattamie County,Iowa,No stations reported.
19157,Poweshiek County,Iowa,No stations reported.
19159,Ringgold County,Iowa,No stations reported.
19161,Sac County,Iowa,No stations reported.
19163,Scott County,Iowa,No stations reported.
19165,Shelby County,Iowa,No stations reported.
19167,Sioux County,Iowa,No stations reported.
19169,Story County,Iowa,No stations reported.
19171,Tama County,Iowa,No stations reported.
19173,Taylor County,Iowa,No stations reported.
19175,Union County,Iowa,No stations reported.
19177,Van Buren County,Iowa,No stations reported.
19179,Wapello County,Iowa,No stations reported.
19181,Warren County,Iowa,No stations reported.
19183,Washington County,Iowa,No stations reported.
19185,Wayne County,Iowa,No stations reported.
19187,Webster County,Iowa,No stations reported.
19189,Winnebago County,Iowa,No stations reported.
19191,Winneshiek County,Iowa,No stations reported.
19193,Woodbury County,Iowa,No stations reported.
19195,Worth County,Iowa,No stations reported.
19197,Wright County,Iowa,No stations reported.
20001,Allen County,Kansas,No stations reported.
20003,Anderson County,Kansas,No stations reported.
20005,Atchison County,Kansas,No stations reported.
20007,Barber County,Kansas,No stations reported.
20009,Barton County,Kansas,No stations reported.
20011,Bourbon County,Kansas,No stations reported.
20013,Brown County,Kansas,No stations reported.
20015,Butler County,Kansas,No stations reported.
20017,Chase County,Kansas,No stations reported.
20019,Chautauqua County,Kansas,No stations reported.
20021,Cherokee County,Kansas,No stations reported.
20023,Cheyenne County,Kansas,No stations reported.
20025,Clark County,Kansas,No stations reported.
20027,Clay County,Kansas,No stations reported.
20029,Cloud County,Kansas,No stations reported.
20031,Coffey County,Kansas,No stations reported.
20033,Comanche County,Kansas,No stations reported.
20035,Cowley County,Kansas,No stations reported.
20037,Crawford County,Kansas,No stations reported.
20039,Decatur County,Kansas,No stations reported.
20041,Dickinson County,Kansas,No stations reported.
20043,Doniphan County,Kansas,No stations reported.
20045,Douglas County,Kansas,No stations reported.
20047,Edwards County,Kansas,No stations reported.
20049,Elk County,Kansas,No stations reported.
20051,Ellis County,Kansas,No stations reported.
20053,Ellsworth County,Kansas,No stations reported.
20055,Finney County,Kansas,No stations reported.
20057,Ford County,Kansas,No stations reported.
20059,Franklin County,Kansas,No stations reported.
20061,Geary County,Kansas,No stations reported.
20063,Gove County,Kansas,No stations reported.
20065,Graham County,Kansas,No stations reported.
20067,Grant County,Kansas,No stations reported.
20069,Gray County,Kansas,No stations reported.
20071,Greeley County,Kansas,No stations reported.
20073,Greenwood County,Kansas,No stations reported.
20075,Hamilton County,Kansas,No stations reported.
20077,Harper County,Kansas,No stations reported.
20079,Harvey County,Kansas,No stations reported.
20081,Haskell County,Kansas,No stations reported.
20083,Hodgeman County,Kansas,No stations reported.
20085,Jackson County,Kansas,No stations reported.
20087,Jefferson County,Kansas,No stations reported.
20089,Jewell County,Kansas,No stations reported.
20091,Johnson County,Kansas,No stations reported.
20093,Kearny County,Kansas,No stations reported.
20095,Kingman County,Kansas,No stations reported.
20097,Kiowa County,Kansas,No stations reported.
20099,Labette County,Kansas,No stations reported.
20101,Lane County,Kansas,No stations reported.
20103,Leavenworth County,Kansas,No stations reported.
20105,Lincoln County,Kansas,No stations reported.
20107,Linn County,Kansas,No stations reported.
20109,Logan County,Kansas,No stations reported.
20111,Lyon County,Kansas,No stations reported.
20113,McPherson County,Kansas,No stations reported.
20115,Marion County,Kansas,No stations reported.
20117,Marshall County,Kansas,No stations reported.
20119,Meade County,Kansas,No stations reported.
20121,Miami County,Kansas,No stations reported.
20123,Mitchell County,Kansas,No stations reported.
20125,Montgomery County,Kansas,No stations reported.
20127,Morris County,Kansas,No stations reported.
20129,Morton County,Kansas,No stations reported.
20131,Nemaha County,Kansas,No stations reported.
20133,Neosho County,Kansas,No stations reported.
20135,Ness County,Kansas,No stations reported.
20137,Norton County,Kansas,No stations reported.
20139,Osage County,Kansas,No stations reported.
20141,Osborne County,Kansas,No stations reported.
20143,Ottawa County,Kansas,No stations reported.
20145,Pawnee County,Kansas,No stations reported.
20147,Phillips County,Kansas,No stations reported.
20149,Pottawatomie County,Kansas,No stations reported.
20151,Pratt County,Kansas,No stations reported.
20153,Rawlins County,Kansas,No stations reported.
20155,Reno County,Kansas,No stations reported.
20157,Republic County,Kansas,No stations reported.
20159,Rice County,Kansas,No stations reported.
20161,Riley County,Kansas,No stations reported.
20163,Rooks County,Kansas,No stations reported.
20165,Rush County,Kansas,No stations reported.
20167,Russell County,Kansas,No stations reported.
20169,Saline County,Kansas,No stations reported.
20171,Scott County,Kansas,No stations reported.
20173,Sedgwick County,Kansas,No stations reported.
20175,Seward County,Kansas,No stations reported.
20177,Shawnee County,Kansas,No stations reported.
20179,Sheridan County,Kansas,No stations reported.
20181,Sherman County,Kansas,No stations reported.
20183,Smith County,Kansas,No stations reported.
20185,Stafford County,Kansas,No stations reported.
20187,Stanton County,Kansas,No stations reported.
20189,Stevens County,Kansas,No stations reported.
20191,Sumner County,Kansas,No stations reported.
20193,Thomas County,Kansas,No stations reported.
20195,Trego County,Kansas,No stations reported.
20197,Wabaunsee County,Kansas,No stations reported.
20199,Wallace County,Kansas,No stations reported.
20201,Washington County,Kansas,No stations reported.
20203,Wichita County,Kansas,No stations reported.
20205,Wilson County,Kansas,No stations reported.
20207,Woodson County,Kansas,No stations reported.
20209,Wyandotte County,Kansas,No stations reported.
21001,Adair County,Kentucky,No stations reported.
21003,Allen County,Kentucky,No stations reported.
21005,Anderson County,Kentucky,No stations reported.
21007,Ballard County,Kentucky,No stations reported.
21009,Barren County,Kentucky,No stations reported.
21011,Bath County,Kentucky,No stations reported.
21013,Bell County,Kentucky,No stations reported.
21015,Boone County,Kentucky,No stations reported.
21017,Bourbon County,Kentucky,No stations reported.
21019,Boyd County,Kentucky,No stations reported.
21021,Boyle County,Kentucky,No stations reported.
21023,Bracken County,Kentucky,No stations reported.
21025,Breathitt County,Kentucky,No stations reported.
21027,Breckinridge County,Kentucky,No stations reported.
21029,Bullitt County,Kentucky,No stations reported.
21031,Butler County,Kentucky,No stations reported.
21033,Caldwell County,Kentucky,No stations reported.
21035,Calloway County,Kentucky,No stations reported.
21037,Campbell County,Kentucky,No stations reported.
21039,Carlisle County,Kentucky,No stations reported.
21041,Carroll County,Kentucky,No stations reported.
21043,Carter County,Kentucky,No stations reported.
21045,Casey County,Kentucky,No stations reported.
21047,Christian County,Kentucky,No stations reported.
21049,Clark County,Kentucky,No stations reported.
21051,Clay County,Kentucky,No stations reported.
21053,Clinton County,Kentucky,No stations reported.
21055,Crittenden County,Kentucky,No stations reported.
21057,Cumberland County,Kentucky,No stations reported.
21059,Daviess County,Kentucky,No stations reported.
21061,Edmonson County,Kentucky,No stations reported.
21063,Elliott County,Kentucky,No stations reported.
21065,Estill County,Kentucky,No stations reported.
21067,Fayette County,Kentucky,No stations reported.
21069,Fleming County,Kentucky,No stations reported.
21071,Floyd County,Kentucky,No stations reported.
21073,Franklin County,Kentucky,No stations reported.
21075,Fulton County,Kentucky,No stations reported.
21077,Gallatin County,Kentucky,No stations reported.
21079,Garrard County,Kentucky,No stations reported.
21081,Grant County,Kentucky,No stations reported.
21083,Graves County,Kentucky,No stations reported.
21085,Grayson County,Kentucky,No stations reported.
21087,Green County,Kentucky,No stations reported.
21089,Greenup County,Kentucky,No stations reported.
21091,Hancock County,Kentucky,No stations reported.
21093,Hardin County,Kentucky,No stations reported.
21095,Harlan County,Kentucky,No stations reported.
21097,Harrison County,Kentucky,No stations reported.
21099,Hart County,Kentucky,No stations reported.
21101,Henderson County,Kentucky,No stations reported.
21103,Henry County,Kentucky,No stations reported.
21105,Hickman County,Kentucky,No stations reported.
21107,Hopkins County,Kentucky,No stations reported.
21109,Jackson County,Kentucky,No stations reported.
21111,Jefferson County,Kentucky,No stations reported.
21113,Jessamine County,Kentucky,No stations reported.
21115,Johnson County,Kentucky,No stations reported.
21117,Kenton County,Kentucky,No stations reported.
21119,Knott County,Kentucky,No stations reported.
21121,Knox County,Kentucky,No stations reported.
21123,Larue County,Kentucky,No stations reported.
21125,Laurel County,Kentucky,No stations reported.
21127,Lawrence County,Kentucky,No stations reported.
21129,Lee County,Kentucky,No stations reported.
21131,Leslie County,Kentucky,No stations reported.
21133,Letcher County,Kentucky,No stations reported.
21135,Lewis County,Kentucky,No stations reported.
21137,Lincoln County,Kentucky,No stations reported.
21139,Livingston County,Kentucky,No stations reported.
21141,Logan County,Kentucky,No stations reported.
21143,Lyon County,Kentucky,No stations reported.
21145,McCracken County,Kentucky,No stations reported.
21147,McCreary County,Kentucky,No stations reported.
21149,McLean County,Kentucky,No stations reported.
21151,Madison County,Kentucky,No stations reported.
21153,Magoffin County,Kentucky,No stations reported.
21155,Marion County,Kentucky,No stations reported.
21157,Marshall County,Kentucky,No stations reported.
21159,Martin County,Kentucky,No stations reported.
21161,Mason County,Kentucky,No stations reported.
21163,Meade County,Kentucky,No stations reported.
21165,Menifee County,Kentucky,No stations reported.
21167,Mercer County,Kentucky,No stations reported.
21169,Metcalfe County,Kentucky,No stations reported.
21171,Monroe County,Kentucky,No stations reported.
21173,Montgomery County,Kentucky,No stations reported.
21175,Morgan County,Kentucky,No stations reported.
21177,Muhlenberg County,Kentucky,No stations reported.
21179,Nelson County,Kentucky,No stations reported.
21181,Nicholas County,Kentucky,No stations reported.
21183,Ohio County,Kentucky,No stations reported.
21185,Oldham County,Kentucky,No stations reported.
21187,Owen County,Kentucky,No stations reported.
21189,Owsley County,Kentucky,No stations reported.
21191,Pendleton County,Kentucky,No stations reported.
21193,Perry County,Kentucky,No stations reported.
21195,Pike County,Kentucky,No stations reported.
21197,Powell County,Kentucky,No stations reported.
21199,Pulaski County,Kentucky,No stations reported.
21201,Robertson County,Kentucky,No stations reported.
21203,Rockcastle County,Kentucky,No stations reported.
21205,Rowan County,Kentucky,No stations reported.
21207,Russell County,Kentucky,No stations reported.
21209,Scott County,Kentucky,No stations reported.
21211,Shelby County,Kentucky,No stations reported.
21213,Simpson County,Kentucky,No stations reported.
21215,Spencer County,Kentucky,No stations reported.
21217,Taylor County,Kentucky,No stations reported.
21219,Todd County,Kentucky,No stations reported.
21221,Trigg County,Kentucky,No stations reported.
21223,Trimble County,Kentucky,No stations reported.
21225,Union County,Kentucky,No stations reported.
21227,Warren County,Kentucky,No stations reported.
21229,Washington County,Kentucky,No stations reported.
21231,Wayne County,Kentucky,No stations reported.
21233,Webster County,Kentucky,No stations reported.
21235,Whitley County,Kentucky,No stations reported.
21237,Wolfe County,Kentucky,No stations reported.
21239,Woodford County,Kentucky,No stations reported.
22001,Acadia Parish,Louisiana,No stations reported.
22003,Allen Parish,Louisiana,No stations reported.
22005,Ascension Parish,Louisiana,No stations reported.
22007,Assumption Parish,Louisiana,No stations reported.
22009,Avoyelles Parish,Louisiana,No stations reported.
22011,Beauregard Parish,Louisiana,No stations reported.
22013,Bienville Parish,Louisiana,No stations reported.
22015,Bossier Parish,Louisiana,No stations reported.
22017,Caddo Parish,Louisiana,No stations reported.
22019,Calcasieu Parish,Louisiana,No stations reported.
22021,Caldwell Parish,Louisiana,No stations reported.
22023,Cameron Parish,Louisiana,No stations reported.
22025,Catahoula Parish,Louisiana,No stations reported.
22027,Claiborne Parish,Louisiana,No stations reported.
22029,Concordia Parish,Louisiana,No stations reported.
22031,De Soto Parish,Louisiana,No stations reported.
22033,East Baton Rouge Parish,Louisiana,No stations reported.
22035,East Carroll Parish,Louisiana,No stations reported.
22037,East Feliciana Parish,Louisiana,No stations reported.
22039,Evangeline Parish,Louisiana,No stations reported.
22041,Franklin Parish,Louisiana,No stations reported.
22043,Grant Parish,Louisiana,No stations reported.
22045,Iberia Parish,Louisiana,No stations reported.
22047,Iberville Parish,Louisiana,No stations reported.
22049,Jackson Parish,Louisiana,No stations reported.
22051,Jefferson Parish,Louisiana,No stations reported.
22053,Jefferson Davis Parish,Louisiana,No stations reported.
22055,Lafayette Parish,Louisiana,No stations reported.
22057,Lafourche Parish,Louisiana,No stations reported.
22059,La Salle Parish,Louisiana,No stations reported.
22061,Lincoln Parish,Louisiana,No stations reported.
22063,Livingston Parish,Louisiana,No stations reported.
22065,Madison Parish,Louisiana,No stations reported.
22067,Morehouse Parish,Louisiana,No stations reported.
22069,Natchitoches Parish,Louisiana,No stations reported.
22071,Orleans Parish,Louisiana,No stations reported.
22073,Ouachita Parish,Louisiana,No stations reported.
22075,Plaquemines Parish,Louisiana,No stations reported.
22077,Pointe Coupee Parish,Louisiana,No stations reported.
22079,Rapides Parish,Louisiana,No stations reported.
22081,Red River Parish,Louisiana,No stations reported.
22083,Richland Parish,Louisiana,No stations reported.
22085,Sabine Parish,Louisiana,No stations reported.
22087,St. Bernard Parish,Louisiana,No stations reported.
22089,St. Charles Parish,Louisiana,No stations reported.
22091,St. Helena Parish,Louisiana,No stations reported.
22093,St. James Parish,Louisiana,No stations reported.
22095,St. John the Baptist Parish,Louisiana,No stations reported.
22097,St. Landry Parish,Louisiana,No stations reported.
22099,St. Martin Parish,Louisiana,No stations reported.
22101,St. Mary Parish,Louisiana,No stations reported.
22103,St. Tammany Parish,Louisiana,No stations reported.
22105,Tangipahoa Parish,Louisiana,No stations reported.
22107,Tensas Parish,Louisiana,No stations reported.
22109,Terrebonne Parish,Louisiana,No stations reported.
22111,Union Parish,Louisiana,No stations reported.
22113,Vermilion Parish,Louisiana,No stations reported.
22115,Vernon Parish,Louisiana,No stations reported.
22117,Washington Parish,Louisiana,No stations reported.
22119,Webster Parish,Louisiana,No stations reported.
22121,West Baton Rouge Parish,Louisiana,No stations reported.
22123,West Carroll Parish,Louisiana,No stations reported.
22125,West Feliciana Parish,Louisiana,No stations reported.
22127,Winn Parish,Louisiana,No stations reported.
23001,Androscoggin County,Maine,No stations reported.
23003,Aroostook County,Maine,No stations reported.
23005,Cumberland County,Maine,No stations reported.
23007,Franklin County,Maine,No stations reported.
23009,Hancock County,Maine,No stations reported.
23011,Kennebec County,Maine,No stations reported.
23013,Knox County,Maine,No stations reported.
23015,Lincoln County,Maine,No stations reported.
23017,Oxford County,Maine,No stations reported.
23019,Penobscot County,Maine,No stations reported.
23021,Piscataquis County,Maine,No stations reported.
23023,Sagadahoc County,Maine,No stations reported.
23025,Somerset County,Maine,No stations reported.
23027,Waldo County,Maine,No stations reported.
23029,Washington County,Maine,No stations reported.
23031,York County,Maine,No stations reported.
24001,Allegany County,Maryland,No stations reported.
24003,Anne Arundel County,Maryland,No stations reported.
24005,Baltimore County,Maryland,No stations reported.
24009,Calvert County,Maryland,No stations reported.
24011,Caroline County,Maryland,No stations reported.
24013,Carroll County,Maryland,No stations reported.
24015,Cecil County,Maryland,No stations reported.
24017,Charles County,Maryland,No stations reported.
24019,Dorchester County,Maryland,No stations reported.
24021,Frederick County,Maryland,No stations reported.
24023,Garrett County,Maryland,No stations reported.
24025,Harford County,Maryland,No stations reported.
24027,Howard County,Maryland,No stations reported.
24029,Kent County,Maryland,No stations reported.
24031,Montgomery County,Maryland,No stations reported.
24033,Prince George's County,Maryland,No stations reported.
24035,Queen Anne's County,Maryland,No stations reported.
24037,St. Mary's County,Maryland,No stations reported.
24039,Somerset County,Maryland,No stations reported.
24041,Talbot County,Maryland,No stations reported.
24043,Washington County,Maryland,No stations reported.
24045,Wicomico County,Maryland,No stations reported.
24047,Worcester County,Maryland,No stations reported.
24510,Baltimore city,Maryland,No stations reported.
25001,Barnstable County,Massachusetts,No stations reported.
25003,Berkshire County,Massachusetts,No stations reported.
25005,Bristol County,Massachusetts,No stations reported.
25007,Dukes County,Massachusetts,No stations reported.
25009,Essex County,Massachusetts,No stations reported.
25011,Franklin County,Massachusetts,No stations reported.
25013,Hampden County,Massachusetts,No stations reported.
25015,Hampshire County,Massachusetts,No stations reported.
25017,Middlesex County,Massachusetts,No stations reported.
25019,Nantucket County,Massachusetts,No stations reported.
25021,Norfolk County,Massachusetts,No stations reported.
25023,Plymouth County,Massachusetts,No stations reported.
25025,Suffolk County,Massachusetts,No stations reported.
25027,Worcester County,Massachusetts,No stations reported.
26001,Alcona County,Michigan,No stations reported.
26003,Alger County,Michigan,No stations reported.
26005,Allegan County,Michigan,No stations reported.
26007,Alpena County,Michigan,No stations reported.
26009,Antrim County,Michigan,No stations reported.
26011,Arenac County,Michigan,No stations reported.
26013,Baraga County,Michigan,No stations reported.
26015,Barry County,Michigan,No stations reported.
26017,Bay County,Michigan,No stations reported.
26019,Benzie County,Michigan,No stations reported.
26021,Berrien County,Michigan,No stations reported.
26023,Branch County,Michigan,No stations reported.
26025,Calhoun County,Michigan,No stations reported.
26027,Cass County,Michigan,No stations reported.
26029,Charlevoix County,Michigan,No stations reported.
26031,Cheboygan County,Michigan,No stations reported.
26033,Chippewa County,Michigan,No stations reported.
26035,Clare County,Michigan,No stations reported.
26037,Clinton County,Michigan,No stations reported.
26039,Crawford County,Michigan,No stations reported.
26041,Delta County,Michigan,No stations reported.
26043,Dickinson County,Michigan,No stations reported.
26045,Eaton County,Michigan,No stations reported.
26047,Emmet County,Michigan,No stations reported.
26049,Genesee County,Michigan,No stations reported.
26051,Gladwin County,Michigan,No stations reported.
26053,Gogebic County,Michigan,No stations reported.
26055,Grand Traverse County,Michigan,No stations reported.
26057,Gratiot County,Michigan,No stations reported.
26059,Hillsdale County,Michigan,No stations reported.
26061,Houghton County,Michigan,No stations reported.
26063,Huron County,Michigan,No stations reported.
26065,Ingham County,Michigan,No stations reported.
26067,Ionia County,Michigan,No stations reported.
26069,Iosco County,Michigan,No stations reported.
26071,Iron County,Michigan,No stations reported.
26073,Isabella County,Michigan,No stations reported.
26075,Jackson County,Michigan,No stations reported.
26077,Kalamazoo County,Michigan,No stations reported.
26079,Kalkaska County,Michigan,No stations reported.
26081,Kent County,Michigan,No stations reported.
26083,Keweenaw County,Michigan,No stations reported.
26085,Lake County,Michigan,No stations reported.
26087,Lapeer County,Michigan,No stations reported.
26089,Leelanau County,Michigan,No stations reported.
26091,Lenawee County,Michigan,No stations reported.
26093,Livingston County,Michigan,No stations reported.
26095,Luce County,Michigan,No stations reported.
26097,Mackinac County,Michigan,No stations reported.
26099,Macomb County,Michigan,No stations reported.
26101,Manistee County,Michigan,No stations reported.
26103,Marquette County,Michigan,No stations reported.
26105,Mason County,Michigan,No stations reported.
26107,Mecosta County,Michigan,No stations reported.
26109,Menominee County,Michigan,No stations reported.
26111,Midland County,Michigan,No stations reported.
26113,Missaukee County,Michigan,No stations reported.
26115,Monroe County,Michigan,No stations reported.
26117,Montcalm County,Michigan,No stations reported.
26119,Montmorency County,Michigan,No stations reported.
26121,Muskegon County,Michigan,No stations reported.
26123,Newaygo County,Michigan,No stations reported.
26125,Oakland County,Michigan,No stations reported.
26127,Oceana County,Michigan,No stations reported.
26129,Ogemaw County,Michigan,No stations reported.
26131,Ontonagon County,Michigan,No stations reported.
26133,Osceola County,Michigan,No stations reported.
26135,Oscoda County,Michigan,No stations reported.
26137,Otsego County,Michigan,No stations reported.
26139,Ottawa County,Michigan,No stations reported.
26141,Presque Isle County,Michigan,No stations reported.
26143,Roscommon County,Michigan,No stations reported.
26145,Saginaw County,Michigan,No stations reported.
26147,St. Clair County,Michigan,No stations reported.
26149,St. Joseph County,Michigan,No stations reported.
26151,Sanilac County,Michigan,No stations reported.
26153,Schoolcraft County,Michigan,No stations reported.
26155,Shiawassee County,Michigan,No stations reported.
